person_id;loan_id;cb_id;idade;salario_anual;situacao_moradia;anos_trabalhados;motivo_emprestimo;pontuacao_emprestimo;valor_emprestimo;taxa_juros;inadimplencia;comprometimento_renda;historico_inadimplencia;tempo_credito
Jbw0PKS2-nfEy;kU9jo9hl-UzKz;ErijfDgU-yXoP;25,0;89000,0;Alugada;4.0;Empreendimento;B;1300,0;10.59;0,0;0.01;N;4
KwYi6myc-6HHK;2jc9nmMs-LCPI;xj6QtuTE-gTcG;25,0;84000,0;Hipotecada;9.0;Medico;C;20000,0;15.27;0,0;0.24;N;3
vXhHTlDG-Ctwh;0LeLsGGY-TdKc;jhximWZu-QiQu;24,0;55000,0;Alugada;1.0;Melhora_Lar;B;7500,0;12.53;0,0;0.14;N;2
Y3Io9p79-jUmH;eU8KspTT-gKDI;yR3RShOT-wu2p;22,0;90000,0;Alugada;4.0;Educativo;D;5000,0;14.96;0,0;0.06;Y;4
LEPnv3DW-ZbO3;0HsGDUMx-D1g7;Td2OAh5u-4JSa;24,0;19200,0;Alugada;2.0;Pagamento_Debitos;B;5000,0;0.0;1,0;0.26;N;3
HeFU1l92-SoJc;YKPNkH9s-m192;iZsktMir-mhJy;28,0;280000,0;Hipotecada;3.0;Melhora_Lar;B;20000,0;11.36;0,0;0.07;N;5
8j3nXg4w-BuNO;RiflwrnH-uQkC;ZqzAt4nd-nr90;28,0;65000,0;Alugada;7.0;Medico;B;14400,0;11.14;0,0;0.22;N;5
PbGwygUj-HL1f;pGHejuXg-tnm9;L08eskYo-HYqn;35,0;20800,0;Propria;2.0;Medico;B;7000,0;10.62;0,0;0.34;N;8
H1chfhx4-UBD8;NBIma59g-sr1I;q2dnEbls-w90x;21,0;35004,0;Hipotecada;1.0;Empreendimento;A;3600,0;8.0;0,0;0.1;N;2
SZGimgLB-HCm7;oO5ASQf0-QQ5K;5Qd1RaEe-66Rg;36,0;150000,0;Hipotecada;20.0;Pagamento_Debitos;A;10000,0;0.0;0,0;0.07;N;16
xL5DhHK6-WSTA;5rw8GOHe-oP9d;qjpZiuWE-oi9C;29,0;63600,0;Alugada;5.0;Pagamento_Debitos;B;12000,0;12.42;1,0;0.19;N;8
xx9D96Jm-Uhz0;DsxQdoJZ-ihmU;th4y4Ryk-M2Sk;31,0;77940,0;Hipotecada;3.0;Empreendimento;B;16250,0;10.99;0,0;0.21;N;9
LxAHWzNu-ulAq;wpM16PEr-wA6R;9JwZhTCT-7BlE;34,0;30000,0;Alugada;2.0;Melhora_Lar;A;12000,0;8.9;1,0;0.4;N;8
6UrIkruy-tsDE;2ZeZMCpx-pRAo;WT0LpEXn-94lj;27,0;45000,0;Propria;9.0;Medico;A;12000,0;6.03;0,0;0.27;N;7
pz4fCJil-goTi;lD0uOkSn-xLwF;Fq8mxSIC-YaUc;25,0;87000,0;Hipotecada;4.0;Empreendimento;B;13000,0;11.26;0,0;0.15;N;4
Q9qU7Dk1-xL1y;fGsi3W51-gRhn;QOSXCdiK-Artb;25,0;35000,0;Alugada;4.0;Educativo;A;4000,0;7.51;0,0;0.11;N;3
wId0doNJ-dzLq;BJa9tx8I-9MxU;T2FEy7ML-S9UM;24,0;34860,0;Alugada;0.0;Empreendimento;B;2000,0;0.0;0,0;0.06;N;2
ysAUfgJy-6xeF;DitASzfj-JFbw;BPGwTZQx-wSyc;27,0;130000,0;Propria;12.0;Empreendimento;B;21000,0;0.0;0,0;0.16;N;9
L0YPxZMW-8l7D;43eGobZu-oNNx;qeXx3AUw-Q1Mb;22,0;32647,0;Alugada;7.0;Empreendimento;B;10000,0;11.48;1,0;0.31;N;3
SBSblONn-mxe1;6WZsQnwa-kdyG;n9L69bZi-1kUE;34,0;36000,0;Hipotecada;5.0;Pessoal;E;12000,0;16.0;0,0;0.33;Y;10
FRp3iJ21-rJ4C;9bfypja9-cF8P;TALxcBCr-iijW;28,0;60000,0;Hipotecada;12.0;Melhora_Lar;D;3000,0;17.49;0,0;0.05;N;8
MDkWBNlE-RzDO;rH8S8qW4-B4hd;k2L1kz5z-bv8E;23,0;45000,0;Alugada;0.0;Educativo;C;1775,0;12.72;0,0;0.04;Y;2
1B0uANBd-vOCZ;35DBLH3h-A8db;UDXoX1DK-taIc;22,0;67440,0;Hipotecada;6.0;Educativo;B;5500,0;10.25;0,0;0.08;N;4
E34uJYbE-tPb5;RccaCrxq-40HI;EsluTImy-6nLb;28,0;200000,0;Hipotecada;12.0;Educativo;A;25000,0;7.9;0,0;0.13;N;9
X903mTEJ-9dWf;JOZcDbCE-kmRc;03are8os-KRAX;37,0;35000,0;Alugada;5.0;Medico;A;4000,0;9.32;1,0;0.11;N;16
wQzHFqG6-lP3G;jlQ1kHig-17ue;9wSIXAIk-yoXW;23,0;46852,0;Alugada;3.0;Melhora_Lar;B;6800,0;10.65;1,0;0.15;N;2
HiAPykJI-Kawq;Fd1NiHeu-f8N3;b2qOcjfT-Qk9X;28,0;32200,0;Alugada;2.0;Educativo;D;9000,0;13.99;1,0;0.28;Y;7
pS61TbH3-2h7i;Iss4XcEf-IkpA;2r8ch99N-gIoI;23,0;45000,0;Alugada;6.0;Empreendimento;B;1600,0;10.08;0,0;0.04;N;4
2xq14sxC-GLLv;mpvwNk1X-cWim;qImluPvL-QyR9;30,0;42000,0;Alugada;2.0;Medico;A;10000,0;0.0;0,0;0.24;N;7
B19dM6YX-rmze;DEyRkMSW-9dTx;3ncIQliD-NWEs;26,0;36000,0;Hipotecada;2.0;Pessoal;B;10000,0;10.75;0,0;0.28;N;2
0GtJIxEv-rkD0;gLrB6BKM-myJ7;LfrDXMc6-vPss;28,0;28800,0;Alugada;1.0;Empreendimento;B;12250,0;10.59;1,0;0.43;N;9
SZOnkAPa-kiJk;RlGgdF9e-bmrB;xaFdoJzR-Ib6P;27,0;70000,0;Hipotecada;3.0;Melhora_Lar;A;5200,0;7.51;0,0;0.07;N;10
SUKM2xRE-v5Dm;gvrLDimI-S7NJ;uNFbfq41-bWy5;30,0;150000,0;Alugada;5.0;Pagamento_Debitos;C;25000,0;12.53;0,0;0.17;N;6
ikUZqvmT-iIl4;SPbd9w4U-UWR6;PPYfig3g-mAY1;27,0;86260,0;Hipotecada;11.0;Educativo;C;18000,0;13.72;1,0;0.21;Y;7
QGDsB2vg-1XmT;onX6Wyj5-OS9p;CptN7Foc-oFTO;26,0;45450,0;Alugada;2.0;Medico;B;7500,0;11.14;0,0;0.17;N;3
23UWlnFm-Apcq;wC8Yn8ow-ndDU;R70dKJzp-91NW;23,0;60000,0;Alugada;2.0;Educativo;A;4500,0;0.0;0,0;0.0;N;3
866JW48X-S8Hs;A7Zt2fCG-TomM;0rDzxmLT-N5Ep;23,0;122000,0;Alugada;7.0;Pagamento_Debitos;C;14000,0;13.48;0,0;0.11;Y;2
YMWs45SE-Ti4D;HtoXfNeq-nf0Y;7aB8jwQx-KSfh;23,0;60000,0;Alugada;1.0;Pagamento_Debitos;A;9000,0;7.51;0,0;0.15;N;3
gHp5zoXs-1wWF;znfcHbg3-GhYY;agsAEDm6-tMMp;22,0;30000,0;Hipotecada;2.0;Pagamento_Debitos;B;13250,0;10.99;0,0;0.44;N;4
AwtYmrAw-KRvi;38rTKKX4-Y3eQ;SHgUv5xg-wcrN;22,0;35000,0;Alugada;1.0;Educativo;B;8000,0;9.2;0,0;0.23;N;3
C0cvNBXi-5I6w;nTwCmcd0-nJeK;wNJyFpHA-iLaC;39,0;105201,0;Hipotecada;20.0;Empreendimento;A;15000,0;6.91;0,0;0.14;N;15
QBIGEjtz-lEpR;Pdrcynqc-XfuC;LW0HC1yJ-SG0O;24,0;75000,0;Alugada;3.0;Melhora_Lar;B;13000,0;10.99;0,0;0.17;N;4
GgOj15Si-YLoL;Od5pSkpS-RDLc;4Osle0pR-E73C;28,0;75000,0;Alugada;0.0;Educativo;A;12000,0;6.03;0,0;0.16;N;6
LxQAfykk-U6Ex;Cyds9joT-CBti;bq6fFnHm-q1LD;36,0;75000,0;Hipotecada;2.0;Pagamento_Debitos;B;14400,0;10.25;0,0;0.19;N;15
b6j2dWE3-9tbo;x06EDX1Y-Ngs8;3e6xPxoE-3YIp;24,0;62000,0;Hipotecada;8.0;Educativo;C;10000,0;13.99;0,0;0.16;Y;4
Zu2arICK-Ghs3;CIFRdmBv-iAdN;BXUEqodm-3YNQ;37,0;250000,0;Hipotecada;2.0;Educativo;C;34000,0;14.79;0,0;0.14;N;16
9KekpIlT-iRY6;MHGUistX-fh0u;LmJRPZ8p-xJ6p;26,0;83000,0;Hipotecada;1.0;Pessoal;B;17000,0;10.25;0,0;0.2;N;3
7h6wyf7B-9qGB;9I8FCMSv-9c13;RU4O9Lck-p5fE;35,0;54000,0;Alugada;0.0;Pessoal;A;10000,0;5.42;0,0;0.19;N;10
ofY17ZMr-7P5H;67DodUrZ-7InL;n7vk6mZL-HpI4;26,0;80000,0;Alugada;0.0;Medico;C;8000,0;12.73;0,0;0.1;Y;3
7LTGaDYY-6GfI;4u5QA99Q-EjGe;GXoN6CJ4-PusE;23,0;38400,0;Alugada;1.0;Empreendimento;B;13250,0;10.99;1,0;0.35;N;4
qAuUQK6w-AAF8;w6GxZJQE-hJsH;UW1FennQ-u9r4;29,0;30000,0;Hipotecada;3.0;Educativo;B;4000,0;0.0;0,0;0.13;N;6
2gxElbKq-2qZo;p4qAQGcR-gOgs;uDQlqZdm-P7md;21,0;70000,0;Hipotecada;5.0;Medico;A;7000,0;6.03;0,0;0.1;N;3
B1R1cmmK-aqfv;AA8kwIbD-3xlO;0cWntw3A-zub5;27,0;54600,0;Alugada;2.0;Educativo;C;1500,0;13.23;0,0;0.03;Y;8
yRk471Wt-1CTI;YcrQUUmF-ZgoX;QmZt5JZ4-qBRO;35,0;60000,0;Hipotecada;12.0;Medico;C;16000,0;15.96;0,0;0.27;Y;5
kutBdmhY-zS3q;4awABrCN-B0YQ;kaZsBHMG-suXt;22,0;36000,0;Alugada;0.0;Medico;A;4000,0;5.42;0,0;0.11;N;3
pixS4R8D-BX7q;i79xD8i4-BuzF;elGeXXIL-kh70;29,0;32000,0;Alugada;10.0;Melhora_Lar;D;9250,0;15.65;1,0;0.29;N;7
ZgfO484A-xU62;e4I0RtEw-APXn;Nzq3YhoN-K0ND;33,0;40056,0;Hipotecada;5.0;Empreendimento;B;16750,0;9.88;0,0;0.42;N;6
1ay2s31P-6aJu;tO2Sm7nc-jnct;vmydtoHG-3T9M;22,0;42000,0;Alugada;6.0;Pagamento_Debitos;C;7000,0;12.68;0,0;0.17;N;2
43k2eQwP-Ysd0;PirY4qdR-X5GM;Q0up0tps-PGEt;21,0;30000,0;Alugada;1.0;Empreendimento;C;6000,0;13.16;1,0;0.2;N;4
MvB8s0ed-ms6T;YLpFEwX5-7Pec;vA2Y0GCa-4pag;31,0;140000,0;Hipotecada;15.0;Empreendimento;A;12000,0;7.88;0,0;0.09;N;7
eGYiz8KL-OWLD;8YxLlMhZ-oPEi;09dhc9Ym-4ugt;29,0;63000,0;Alugada;13.0;Medico;A;10000,0;7.49;0,0;0.16;N;5
s9nc29DJ-6XZP;IW875FFU-YGNx;K9hRnfln-CaGx;33,0;30000,0;Alugada;3.0;Medico;A;1200,0;6.76;0,0;0.04;N;10
XuNDsBWH-J2jY;PefGuysE-GEq1;xpza7FYn-SBRl;26,0;50049,0;Alugada;5.0;Pagamento_Debitos;C;8000,0;12.99;0,0;0.16;N;3
dyX2cPmY-RQFQ;AeUvXwoA-6xcn;vgbJGOp9-Yqg6;29,0;35000,0;Alugada;1.0;Empreendimento;A;15000,0;7.9;1,0;0.43;N;10
GjhgpPBW-9ZCl;mxzzIiPW-OsEB;fN4md23z-anj8;29,0;125000,0;Hipotecada;2.0;Medico;C;3500,0;13.98;0,0;0.03;N;8
suxEaTyD-Im91;qOuyLyH0-unGs;UlhpxwqA-BxDB;23,0;24000,0;Alugada;1.0;Empreendimento;B;5500,0;10.99;0,0;0.23;N;4
RGuybncp-pKOs;uk6ltObX-Xa5H;OJvzY5Ha-gTO7;22,0;160000,0;Alugada;6.0;Pessoal;A;20000,0;7.49;0,0;0.13;N;3
xzaToYfB-hrkY;COHKaOIh-QZ6h;mHeO2yI0-4a0y;23,0;31000,0;Alugada;5.0;Pagamento_Debitos;B;12500,0;10.65;1,0;0.4;N;4
7ikjwl3H-B127;bZah36nP-tcJ4;dlpkn9Il-YuNp;25,0;38496,0;Hipotecada;7.0;Educativo;A;8000,0;6.03;0,0;0.21;N;4
RfzauctK-EsDd;zK3at60U-DBQS;xf9lwaj2-rAJd;23,0;60000,0;Alugada;4.0;Pessoal;B;12500,0;10.25;0,0;0.21;N;3
HhB6S2Hf-lokT;1i09bo4y-OkEk;CdtXH2EU-D8W0;22,0;40000,0;Alugada;0.0;Empreendimento;A;8600,0;7.66;0,0;0.21;N;2
6SK783Dg-W16L;wZLqSaa3-s5qh;pp6K12LJ-CWn4;26,0;90000,0;Hipotecada;10.0;Pessoal;B;13000,0;10.59;0,0;0.14;N;3
l16RsUvK-s7v5;jskSmNO9-QbIG;cjaHC3uE-kSvU;35,0;94000,0;Hipotecada;2.0;Melhora_Lar;A;10000,0;7.49;0,0;0.11;N;9
9EPWgZcl-5AB3;Zy0UWF9M-mJel;SJ0FMu4g-qN7z;22,0;12000,0;Propria;6.0;Pagamento_Debitos;A;4750,0;7.14;1,0;0.4;N;2
aWqqFHac-iQ8f;sMR0cN1X-vgS6;IUfsaPBM-YzPd;25,0;33000,0;Alugada;5.0;Empreendimento;B;1500,0;11.48;0,0;0.05;N;4
iSKQ89R4-hSrQ;3rlP2CR9-tvKD;R0vzOSRj-B5F7;24,0;77500,0;Alugada;0.0;Pagamento_Debitos;B;6800,0;10.99;0,0;0.09;N;3
vrYMi6eB-6OAo;ieOUTunU-lAt5;a09zr01B-TXhN;29,0;125000,0;Hipotecada;0.0;Empreendimento;A;10000,0;5.79;0,0;0.08;N;9
Ea0GfImK-E1g6;6b3DEiCo-2RyS;6GR1fOW4-OLnC;27,0;10000,0;Alugada;2.0;Empreendimento;D;1200,0;14.11;1,0;0.12;Y;6
ZKo3yRlN-bh65;qG6bJ6Yn-Ntvo;OwXq9DTq-lhl5;24,0;15600,0;Propria;5.0;Melhora_Lar;A;3300,0;6.39;1,0;0.21;N;4
52ORU2rG-NBqt;wcjzGIwt-1w0H;4spHsSXl-llQO;30,0;31200,0;Alugada;4.0;Medico;A;1900,0;5.79;0,0;0.06;N;10
BQlAqzWT-5ynN;7nPuUGbv-AFCB;xWZBCSa9-oLJJ;33,0;56100,0;Propria;13.0;Melhora_Lar;A;16000,0;6.03;0,0;0.29;N;8
tIKzdoN5-GlGZ;62qdzcbT-vPCa;eSeXb7zO-l4tK;25,0;27024,0;Alugada;7.0;Educativo;E;2500,0;16.69;0,0;0.09;N;2
s5qjjv6i-Xt2P;WFOa9DCw-mMos;KECacmx0-PifE;45,0;64000,0;Hipotecada;8.0;Pessoal;A;4800,0;8.9;1,0;0.07;N;17
Y7apa6wE-KEo1;dIhZAEB9-4L0q;9uuhz0Ut-Gsq0;26,0;30000,0;Alugada;3.0;Pagamento_Debitos;A;6000,0;7.74;0,0;0.2;N;3
uSq0Sf2T-cwBq;ebvLtieW-aqPS;bEbwx0CZ-iBUX;22,0;153000,0;Hipotecada;5.0;Pagamento_Debitos;D;24000,0;15.62;1,0;0.16;Y;2
6EEUKwoP-lIci;BbWflIJa-jKkJ;uSwEedep-bndC;26,0;67000,0;Propria;10.0;Pagamento_Debitos;E;5000,0;16.45;1,0;0.07;Y;3
cEvLrR77-Ll6L;MketN2H8-zCgc;Wwis8CaS-6Uoa;36,0;117000,0;Hipotecada;3.0;Melhora_Lar;C;20400,0;13.06;0,0;0.17;N;11
t6gp59TS-jM1m;bDK5njlU-SlT2;DhS09f3t-xR8t;32,0;83196,0;Alugada;1.0;Medico;B;9350,0;0.0;0,0;0.11;N;8
vQ8ebURr-ktrs;lfgOXqKg-ju9n;2pFw4XcX-ZnxR;28,0;82000,0;Alugada;12.0;Empreendimento;G;16750,0;20.11;1,0;0.2;N;6
MXNvjcqz-IO0G;kkslf4mX-RPDY;vyGmFeOH-qcXg;23,0;80000,0;Alugada;0.0;Empreendimento;C;14000,0;14.27;0,0;0.17;Y;2
jashw1hY-NZqa;x5IBarPb-KhBh;hlpcvZoa-6atn;43,0;36000,0;Alugada;0.0;Medico;A;9000,0;5.79;0,0;0.25;N;17
wwpyUKHJ-INIQ;gE7HYWwM-5w1Q;dJn2ZYyX-pTii;22,0;71000,0;Hipotecada;6.0;Pessoal;A;3200,0;7.4;0,0;0.05;N;2
W47Xtke0-ufUi;XglL49ZL-Hj67;E0nyJ2SB-hlUi;22,0;60000,0;Hipotecada;6.0;Pagamento_Debitos;C;6000,0;13.11;0,0;0.1;Y;4
WsWG1wkA-9p9v;jiL5TjCB-Gung;YTyI6lAG-6jjK;22,0;62000,0;Hipotecada;6.0;Educativo;A;15075,0;6.03;0,0;0.24;N;2
GvfxyUoG-ybXM;7xz2htSJ-8tcg;ozzs1Qio-5Q1t;23,0;130000,0;Hipotecada;4.0;Educativo;A;6800,0;8.49;0,0;0.05;N;3
7nur3E8m-H96O;jtCXedPz-ELts;Af3TSOLW-t0m9;24,0;60000,0;Alugada;4.0;Educativo;B;12500,0;11.49;0,0;0.21;N;2
htxTnjw4-9thl;6JP8ecRC-Tbg0;0H8dgvmy-nKcW;35,0;60000,0;Alugada;0.0;Melhora_Lar;C;4000,0;13.98;0,0;0.07;Y;7
tSeWcBjq-ZD3P;AP72oTvG-Kua3;EqsFj01D-JqXQ;25,0;35364,0;Alugada;0.0;Educativo;A;10000,0;9.32;0,0;0.28;N;3
qRvirfW0-bScS;UdubIS9p-Dnmj;d51knEmA-CdZT;23,0;80000,0;Hipotecada;3.0;Empreendimento;A;5500,0;5.42;0,0;0.07;N;2
UihfnIph-oE6p;2sOCHref-cQZq;qbKkenHx-w1Ev;33,0;104000,0;Hipotecada;3.0;Educativo;A;16000,0;0.0;0,0;0.15;N;9
uPSSKUaO-L4fN;7IiCB99D-boQY;QnIrnCuZ-xrjA;23,0;39996,0;Hipotecada;5.0;Educativo;A;10000,0;7.51;0,0;0.25;N;3
7HCP9Fzf-SwJU;nHSFCjv9-biv7;8d4l9AUz-KDHF;29,0;61455,0;Hipotecada;1.0;Medico;F;10000,0;18.09;1,0;0.14;N;9
qMAwCmh8-XC9v;oua0jE1z-CRH1;KF2OTT7R-uZDv;22,0;69383,0;Hipotecada;6.0;Pessoal;C;8500,0;0.0;0,0;0.12;Y;3
logLUbIc-qXW9;ZQWZB2p1-rnbc;n3SzISyZ-N230;30,0;66000,0;Hipotecada;2.0;Melhora_Lar;B;12000,0;11.71;1,0;0.18;N;6
yqR4vYfF-k8B1;9xQKOhnz-LrpZ;JoCZcfDw-wRPD;24,0;55000,0;Hipotecada;8.0;Medico;B;15000,0;9.91;0,0;0.27;N;3
U3gSlG9i-Wn8g;sv85BbHe-li59;XdWUUbdU-pY84;44,0;82000,0;Hipotecada;5.0;Pagamento_Debitos;C;8400,0;12.84;1,0;0.1;Y;17
k0Z982lJ-r74n;199h4P7p-mGoZ;5e9jlRxu-GT2J;24,0;50000,0;Hipotecada;8.0;Educativo;C;3000,0;13.47;0,0;0.06;N;2
0gqwGrwc-IyHN;Tm2z8gZF-jfTh;uzw976hT-HNpP;35,0;126000,0;Alugada;19.0;Educativo;D;10000,0;16.29;0,0;0.08;N;5
SDBEKxvY-7JRr;FWco6CyJ-qrcj;EC5ryukt-ZYJz;40,0;35416,0;Alugada;15.0;Medico;A;2000,0;6.91;0,0;0.06;N;14
GLcA4QbR-voIN;gXNehzFy-Nxo0;tojc5XfW-uajQ;28,0;21000,0;Alugada;6.0;Educativo;A;6250,0;7.9;0,0;0.3;N;7
Lj3kyAFA-aAyw;Hkzq0g35-NyFd;de6Y50WY-HtHM;27,0;45000,0;Alugada;0.0;Medico;C;10000,0;14.22;0,0;0.22;Y;6
vESRJozI-Jhxb;aPghhPBv-BmkR;CQdjOoSy-Ft2A;22,0;44004,0;Alugada;2.0;Pagamento_Debitos;A;5000,0;8.9;0,0;0.11;N;3
AOfPfb51-XE9o;ayOS7Hvc-Qfwh;QfHCIsDF-JdyC;30,0;132640,0;Alugada;6.0;Empreendimento;C;8000,0;13.57;0,0;0.06;N;5
G8zg6gsE-1qrc;8U2hvJyL-FeOc;NizOqLa5-DN5E;28,0;48000,0;Propria;1.0;Educativo;D;12000,0;14.54;0,0;0.25;N;7
RHlznRC2-rh2e;fXeLXAbO-5nMQ;9Lakoj0Y-B60g;25,0;150000,0;Alugada;2.0;Melhora_Lar;A;8750,0;7.74;0,0;0.06;N;2
LdXKjgGR-FJCe;pyNMjPxB-Qgxj;L52ZL99T-kp85;21,0;69000,0;Alugada;0.0;Melhora_Lar;D;15000,0;15.28;1,0;0.22;Y;4
gACIUKgz-jztn;0pHWpj2g-A8vX;9qS5bg8d-tI8N;25,0;42000,0;Alugada;6.0;Medico;A;5600,0;7.49;0,0;0.13;N;2
K3KYdsUy-OaxU;edGPtxvg-bIo8;onLQJstc-hgZ9;21,0;12000,0;Propria;0.0;Pessoal;C;4200,0;13.48;1,0;0.35;Y;4
kpB1ROvh-76rR;fXl3hIRF-ZFTO;dxtwb7fF-MiUh;24,0;115000,0;Hipotecada;8.0;Educativo;B;15000,0;11.48;0,0;0.13;N;3
3PJHa2Ww-kdsN;fWOQh3TI-Cu4E;9AvKzI5M-ixD7;26,0;30000,0;Alugada;1.0;Medico;E;6000,0;15.45;1,0;0.2;N;4
dnuNbo11-kxEN;nb4ozJ7Z-OPs0;AUeRG2Hi-HIpU;35,0;110000,0;Hipotecada;4.0;Medico;C;4000,0;13.79;0,0;0.04;N;6
s2kuCfuB-4QpJ;FueDGdbZ-LKjs;Bk2x8hgq-m7es;22,0;42000,0;Alugada;3.0;Pessoal;B;11000,0;11.71;0,0;0.26;N;2
C9WWilMn-CUcB;T2uDNSe1-cW9q;OAYmJ3os-82Hr;27,0;65000,0;Hipotecada;11.0;Pessoal;A;18000,0;7.51;0,0;0.28;N;5
Zvv0hwQn-H90y;Lo3joWBk-rvYj;TFc6UD3z-Ze8W;40,0;45996,0;Alugada;4.0;Pagamento_Debitos;D;20000,0;14.61;1,0;0.43;Y;13
DBtnrplq-uM6a;eqdzCkR2-K67f;Dn1GgEfo-B1Qd;22,0;44000,0;Alugada;4.0;Empreendimento;A;8500,0;5.42;0,0;0.19;N;4
uzmruYQm-jUzo;6cqEKnhq-75tk;538NArCF-i7ys;30,0;75000,0;Hipotecada;11.0;Pessoal;B;5000,0;0.0;0,0;0.07;N;10
dBB67Mv1-8ydK;WdKy7hkh-QUCd;oEG0WmA9-2o1w;28,0;19200,0;Alugada;4.0;Empreendimento;C;4800,0;0.0;1,0;0.25;N;6
KQ3Nk9c2-3USb;vztMKhNG-ODM8;N1yQlXWC-DHZM;23,0;59000,0;Alugada;7.0;Educativo;C;20000,0;12.29;1,0;0.34;N;2
Hpkoo8qT-Z1n1;eQNa6jsD-JCDI;SuHYqWNv-MxRc;36,0;88000,0;Alugada;4.0;Medico;B;3200,0;10.99;0,0;0.04;N;13
PLgZIs9N-uHx9;3NejtKlj-GO8o;jETt70zD-9I8i;20,0;32652,0;Hipotecada;0.0;Pessoal;D;6000,0;14.61;1,0;0.18;N;4
LdXgymEO-05eY;EA4tkJab-YWsO;WkTmqh1f-sFLQ;35,0;68231,0;Alugada;3.0;Educativo;C;22400,0;12.99;1,0;0.33;Y;7
IeKtPtQR-YkwB;7ZUuzpce-NTh8;TwSKJ4AP-9AyH;22,0;39124,0;Propria;6.0;Empreendimento;A;5000,0;7.74;0,0;0.13;N;4
i5Z5eAa7-Puad;mGNszzW4-0cuB;K5k9t32U-XHuX;22,0;36000,0;Alugada;4.0;Pessoal;B;10000,0;11.36;1,0;0.28;N;2
0YThKPpr-wOmr;Dht5AcPc-c5i8;tHP5h6KM-1zAc;38,0;85000,0;Hipotecada;4.0;Pessoal;B;6000,0;10.99;0,0;0.07;N;14
EqFTCfMH-82Ba;hCIj64kL-fXD7;NhJCycJJ-s2IC;32,0;26400,0;Alugada;0.0;Educativo;A;8000,0;7.51;0,0;0.3;N;10
U37ArNLx-2AUY;iSN44Zmp-dvvA;QCgekcrf-x9yh;23,0;56004,0;Hipotecada;0.0;Educativo;C;10000,0;13.61;0,0;0.18;N;4
r3WDH9Gq-70Cr;0GbujzHs-Ykgd;CdllSDQ4-vU3O;38,0;53052,0;Alugada;0.0;Educativo;B;8000,0;0.0;0,0;0.15;N;15
3Z550PrZ-CtPm;DofM27Tn-z8eM;hK1Sksup-XCan;35,0;58000,0;Hipotecada;8.0;Medico;C;6000,0;12.99;0,0;0.1;Y;8
vX6tCK4M-mjYe;cE5XtFkd-ha3B;kFwXa2cz-XbHy;26,0;67900,0;Hipotecada;2.0;Pagamento_Debitos;A;2400,0;8.49;0,0;0.04;N;4
hK0iZuEg-Ytg5;yLe4wfsj-YLN4;5L1kP75T-8kQb;23,0;55000,0;Alugada;1.0;Empreendimento;B;6800,0;11.49;0,0;0.12;N;2
bC4j6EL3-DEOS;uKDjH2Q9-yUnq;os7oHMI1-HGL6;29,0;100000,0;Hipotecada;0.0;Educativo;C;12025,0;13.49;0,0;0.12;N;9
J4JKPDty-Y2pa;ji9j91ZS-1XhG;hKv9zIaN-4lDZ;31,0;55000,0;Alugada;6.0;Empreendimento;D;11000,0;0.0;0,0;0.2;Y;9
D0k8XZX3-64h7;MR7Og5AZ-CUO9;KmR09P1a-ysS7;23,0;36000,0;Hipotecada;4.0;Pessoal;C;5000,0;14.79;0,0;0.14;N;2
Fbn8rQ9E-b5mN;rJUBjUGS-rbJW;GSQKaKXT-aEoP;25,0;21600,0;Alugada;0.0;Medico;B;5200,0;11.86;1,0;0.24;N;3
MsAJpKKZ-8blL;GeqdnGZ0-JJ6l;g4pCIe80-WDdE;34,0;28880,0;Alugada;2.0;Empreendimento;C;3000,0;11.78;0,0;0.1;N;9
KrQjmLA2-3NmQ;0OurjUtN-J6cN;S78yf8Jl-vEls;24,0;45888,0;Alugada;5.0;Medico;A;9000,0;5.79;0,0;0.2;N;3
v6v6SNLF-8BH7;82UHO6pA-gL5q;REFEuxeA-a9to;34,0;28000,0;Propria;1.0;Melhora_Lar;B;3000,0;9.99;0,0;0.11;N;5
qPDPOI9C-aQJ0;ZEnWrkXg-A5iv;OUZMhx4d-9LRO;43,0;50000,0;Alugada;5.0;Melhora_Lar;B;9500,0;9.88;0,0;0.19;N;15
Z4Ofn2JX-e36w;Th1zijGS-1jwL;45LDMkp4-vmuw;30,0;36000,0;Hipotecada;13.0;Medico;B;5000,0;10.65;0,0;0.14;N;9
QX4wZsK2-I8bi;9LBoBaO3-wZ6f;oG0q8h4i-MYv0;39,0;36000,0;Alugada;2.0;Medico;A;6000,0;8.49;0,0;0.17;N;14
lKINOb1n-DwOu;3t1DPYLJ-ZanH;OiQ87b0r-KPgl;31,0;32000,0;Alugada;0.0;Melhora_Lar;B;4500,0;11.14;1,0;0.14;N;9
Mn8i9KDb-rABr;NKw4NMHt-9G4C;AYDWW82Q-vQsP;24,0;55000,0;Alugada;1.0;Medico;A;7000,0;7.88;0,0;0.13;N;4
HkgRSSFT-ct3t;qtFNz3Hm-Ijep;pEgatSIW-f20S;41,0;91000,0;Hipotecada;13.0;Empreendimento;B;2400,0;10.74;0,0;0.03;N;16
0wyUfdtx-5Gad;ovgD91Xt-CsFk;uq2CUwMl-UYFf;26,0;86502,0;Alugada;7.0;Pessoal;B;8000,0;10.36;0,0;0.09;N;3
rb0ufa5q-F47I;iUP5je7w-K7Rf;LzsOBqyT-mBkD;34,0;47652,0;Alugada;6.0;Empreendimento;C;2400,0;13.22;0,0;0.05;Y;5
